,fold_0_train,fold_0_val,fold_0_test,fold_1_train,fold_1_val,fold_1_test,fold_2_train,fold_2_val,fold_2_test,fold_3_train,fold_3_val,fold_3_test,fold_4_train,fold_4_val,fold_4_test
3195,2.3.33.775402.06.1.8.5.577547751438119.1762901731209.9,0.1.38.856473.68.1.1.1.478163282987937.6729065863369.5,8.3.32.052610.19.5.1.8.46913417260.6052183985769.1,9.2.899.363218.9.311.2.1162835205.6689624910.047636,9.3.17.803095.31.2.6.4.60935536657.1451340375330.4,0.1.58.160340.11.1.0.5.39251671984.6423390001408.0,2.9.50.070554.18.2.5.7.179064069692558.3944722539292.4,6.1.16.724824.07.6.6.2.753211222382919.6827387882983.5,5.3.292.570947.2.073.4.9889093242.0364285129.468494,6.2.47.961288.46.9.0.5.243532921367096.3184276509422.0,6.8.695.895926.4.120.7.9450982918.8920866702.662352,3.6.639.325098.6.311.7.5930607248.3114011393.730605,3.9.768.625580.1.761.8.3071832319.1110781954.492747,1.8.49.612992.12.5.5.4.07701851707.2733391052333.5,4.4.59.442423.08.0.0.4.79823805357.4427167477862.7
3196,6.3.618.373470.2.247.3.6108245242.3588929869.945341,9.2.94.607525.68.2.6.7.47068566397.6079229227238.4,3.4.81.091973.76.3.0.1.43840973051.1573545030791.1,2.0.23.942008.88.1.9.1.253964666003454.3745256347378.3,8.1.75.373125.99.7.7.7.89958601886.4033347634837.0,0.6.85.833136.09.0.7.8.87412854032.8879563073154.4,9.6.08.249253.77.8.1.3.998115028181095.3833929174289.9,4.7.68.819133.18.4.5.8.15650727720.6698412568576.2,8.5.37.353510.59.4.2.9.777524001180706.1040044618676.2,2.2.058.911513.6.669.1.6960594326.5233959098.73947,2.4.56.366350.17.8.8.6.44938285385.4566122084174.8,2.4.33.283808.87.5.6.4.81561296891.5468159642204.3,2.7.12.943339.37.2.5.6.17558342823.6299411800359.3,5.5.81.653495.29.2.3.6.25793326308381.7521111837337.7,6.9.78.642826.26.2.2.3.72354164950.5471256307823.9
3197,8.7.82.833390.07.3.3.5.22140106476.8897264691720.5,6.2.11.026475.91.7.3.6.883787322507734.5514600992549.7,1.4.67.567858.11.5.3.0.78733526553.5408776378798.6,6.2.54.638725.43.9.5.5.22698487079.6875061834007.4,7.2.68.374019.57.7.3.7.21188429581.2189858327561.8,1.3.473.906876.3.926.3.9199765849.3807143004.626935,1.7.31.082133.07.9.3.7.336140880716016.1044906648903.9,7.4.70.601239.12.7.7.3.64334064949.2332875091820.5,6.7.01.711525.94.1.4.2.431942057764211.7573511345253.5,2.2.59.384985.94.2.5.7.949259052004869.6018200148293.9,7.4.91.757078.02.2.7.2.92689731945.9820983902111.2,4.7.68.819133.18.4.5.8.15650727720.6698412568576.2,3.3.49.758885.56.3.8.4.059840927696330.7415811826171.2,0.2.50.864203.04.3.7.9.66699085641421.1231167040393.6,6.0.76.956328.27.4.0.6.897541098612834.3926381161627.0
3198,8.8.55.402815.09.5.4.6.488635666734438.8945357857025.8,4.8.54.355651.11.1.5.2.12883929158.4980974664981.6,5.2.957.570936.1.027.2.9765157807.8287506721.540580,7.4.264.937169.4.473.3.0112762935.2475598191.954374,5.5.95.867482.47.3.8.7.72545204282.7941613549605.7,6.6.334.054088.9.254.8.2437146833.1046977092.304358,1.5.38.896514.89.0.1.2.63164113731.8966900677178.5,1.9.893.160258.2.836.1.7674739867.6389304802.108388,4.9.17.195660.97.9.7.4.70808200263.2989809954179.5,5.9.57.516568.56.9.8.1.967906090400920.7340785758369.1,4.6.59.020180.44.5.4.6.44196378511.4076177323769.3,5.7.57.431732.82.6.3.3.937614065036768.2373265254066.2,1.5.77.726330.75.4.0.7.238673540759850.4737333030336.9,2.7.921.167568.7.827.2.6047037096.8765108763.778335,7.0.94.275396.62.5.5.3.19755140019.1604702000516.5
3199,3.1.96.119129.42.0.7.7.58627582687.9445004970810.2,8.5.91.099593.75.6.9.6.52352233535.1673845559707.5,8.8.61.971930.30.2.0.8.214618439844617.8347957075568.0,4.6.73.751851.92.7.4.3.18980619807.7282495967055.8,1.6.799.537709.9.491.3.0099414580.7129702129.089908,8.5.10.100819.12.6.8.2.13701647696.7629300890996.3,7.8.82.791980.70.9.8.7.80739124753.1147762354197.3,0.2.331.463412.7.767.2.1633785964.7648411228.987707,1.9.75.645812.16.9.3.0.67566290054.5711861037998.2,1.7.06.764560.97.4.5.0.52730232717.5068446581165.1,6.0.82.374693.69.4.0.1.30826153313.6062918913594.8,3.0.761.641698.6.552.5.6852982633.6972261881.928204,8.0.966.539924.2.702.1.1382236910.7498583412.441283,5.7.998.804952.3.021.7.5135536516.1792144889.266538,4.6.00.056232.61.2.9.0.732037738083187.5272640965840.7
3200,6.0.20.213916.79.8.7.4.04033421441.7073830602646.0,2.3.75.131747.11.4.5.1.27815462218.6604629448061.5,4.2.39.857289.22.3.4.1.360451745079149.6051406981796.4,8.8.76.414767.28.6.2.7.29427419988.9171699648105.8,7.0.67.767996.88.9.5.8.066637394707401.0616612369876.1,6.6.68.342396.71.9.3.9.90053345862.1418211724600.3,2.9.11.703409.12.7.2.3.43113249201.3185331137900.4,6.0.94.576049.96.2.3.1.46246714867.2605871158363.3,2.1.22.332716.09.9.7.0.519348705440772.4160538224352.8,4.2.13.458130.66.7.6.0.20700987538.0905310647893.8,4.4.29.970445.71.6.1.8.18498087361.8963346808242.9,9.0.378.130257.7.390.5.0527833012.4459148666.615117,0.6.64.586363.82.8.8.3.96587135942.7469433486152.5,4.3.06.899755.60.0.7.4.456139391733445.9807276943789.8,2.4.724.903953.7.634.0.4223501320.5059216177.540444
3201,1.2.329.359118.3.805.6.2984504388.3782667065.15532,3.9.48.148741.30.1.8.3.56126589003.4489016990677.3,4.1.60.275960.48.0.4.4.48132913230334.3895171586218.4,0.7.16.238056.44.0.3.7.860148692577060.5800845988784.2,2.2.09.814607.10.2.2.2.84458547286.8060610018113.8,3.0.72.153004.04.9.6.1.90601911799.5524447469755.2,5.9.79.768425.52.5.7.6.40029490093.6431875922534.7,8.3.76.194187.56.8.1.5.673075925695965.3901192853659.9,4.1.16.405471.57.6.2.5.207338765291844.1550807325087.4,9.0.128.639575.8.625.6.9646984402.7332450758.678320,3.8.02.656315.81.2.6.6.533120337348847.7462174708943.1,0.6.18.884935.89.6.0.4.37094622471.3227454121347.3,8.8.72.049755.89.3.8.6.077350119761305.8111392251696.9,2.5.65.288610.09.0.9.6.627390728297879.3544337258909.0,2.8.01.489965.12.6.4.1.38153961161.7851769587810.0
3202,4.0.62.088954.01.9.7.1.08590094983.1093978640980.1,9.3.43.565746.46.6.6.0.37161976763.4821609101989.0,4.1.98.796443.42.2.8.0.77899236312952.8312739885129.2,0.1.90.127049.53.6.5.9.33757049886.3124612791511.3,5.6.04.139524.81.9.2.5.79338471626.2904726683765.2,1.0.90.494249.65.5.4.4.687831734675837.2035713540521.7,4.9.16.940501.96.4.4.4.104704250911897.0736751871097.3,8.0.91.604064.35.0.8.4.59675580787.2804594104868.8,0.3.47.883885.55.6.2.6.76556409967593.1819014514982.2,2.9.034.028003.5.304.1.9628207873.6917588393.23090,0.6.69.176210.00.0.7.4.33854183178.0734708438897.7,5.3.31.278607.50.5.6.5.36889013445.4629140106264.3,0.1.94.469167.71.5.3.6.42061020155.2949287894611.4,3.7.82.702231.51.3.7.1.16949922027.2119807646075.4,2.5.68.540098.56.3.6.7.38889787337.4892032342129.3
3203,6.7.572.554883.3.890.0.0893271884.0978155825.813543,2.0.37.705901.89.2.6.0.674261372474192.4846063292116.4,3.9.86.785887.36.6.5.2.908136623707681.9646607283102.9,5.8.50.384083.00.8.6.1.37976039293.0917747835272.9,6.9.13.918872.56.2.5.8.938041541495510.9197709735899.8,5.8.84.663291.37.057842083085.5309.4819881897177,9.9.411.829954.2.168.9.5736385593.1529751931.65724,3.5.04.353178.74.5.2.1.748150805743434.4787018561851.7,9.4.20.747900.73.0.4.1.47031005946.6919988145372.2,0.9.21.640545.12.5.4.5.651622477401921.9826566069946.5,4.3.21.041815.60.8.8.8.80201832618.5138387583506.7,9.6.06.273828.82.3.9.3.662432231759344.5970270295105.0,7.5.64.571184.90.2.2.7.66729494161514.1303301073418.8,0.5.55.059086.14.2.6.8.96934079155.1573673130869.7,1.1.681.350302.9.183.4.5227233441.3124985090.489449
3204,8.4.46.892461.43.8.3.6.24793822354.8039503923416.5,3.1.013.566404.0.790.7.0787936741.3930369930.004809,3.0.33.472814.91.3.5.8.747958415763198.7327536982206.0,2.5.69.539560.62.5.1.6.52400211023.1183173639192.1,5.9.117.981902.2.744.7.5387707593.9915200198.779471,8.2.04.729089.13.8.9.5.51244871276.6411077323539.4,4.4.28.610773.65.4.6.7.18404641033847.9875271333561.6,2.0.39.716079.28.1.3.7.24430171948.0259600575546.6,8.1.867.597903.4.788.5.1616647640.6244947773.837366,6.1.42.993721.38.2.2.2.32638651732.1365839376303.6,8.6.944.630802.7.316.4.7528149486.5011625603.546539,4.6.05.462530.34.1.5.5.549877997851686.8522097354170.8,7.2.80.227383.33.6.2.1.751310891945194.4556784260548.6,9.5.56.901285.76.7.5.8.257807323953798.4664263194118.1,1.6.23.161308.73.4.8.4.69293046950.0581477668933.4
3205,0.1.45.801837.27.4.0.8.91700733270.1633229613196.5,0.9.798.025537.4.340.0.3891230366.8072312461.884926,3.6.659.490839.2.067.0.4451286745.2761596312.181407,7.0.39.673625.70.3.7.9.159411013732315.2518391080662.6,2.6.158.749800.9.952.7.4868827303.8205719699.045426,1.7.17.007019.97.6.3.2.310651271092369.6219176193834.6,1.7.40.170265.91.2.5.2.82570769928.2986066484586.6,7.1.29.432089.15.4.2.4.319427813647770.0158127683954.3,0.4.66.021922.63.8.3.5.30199942748.3671808326585.7,3.7.00.031623.20.4.9.6.93566780673.1595281156890.0,7.5.063.833427.8.708.3.3351845344.2188584669.654679,2.0.179.910949.4.127.1.1876401144.1408234028.349821,9.3.40.786138.02.2.8.8.464408468993255.5983752260430.2,5.1.698.184025.0.986.6.6631638130.1801865781.270681,8.9.16.098023.07.0.5.0.53401479221.1309017738474.3
3206,0.9.45.499699.01.5.7.4.92384290298477.6900850594777.0,3.2.281.256763.1.442.9.9825351650.4128601338.042761,6.6.84.440887.95.0.1.1.724262040844919.3061327550444.9,9.4.63.421757.87.7.6.8.00502467918.0681982313688.2,9.9.414.066599.9.887.7.8518384731.7107775647.448039,0.5.832.336206.7.375.9.3852232553.6282683408.991171,8.1.89.299752.12.6.4.0.89070154755.6474093688564.5,1.0.80.043282.05.2.3.1.76511487357.9624955217333.9,8.2.51.371512.45.2.3.4.96082376526.4610937843708.3,5.2.96.604066.68.0.0.5.41415970103.1772997558941.7,9.4.721.930480.7.210.4.4414752405.7131600496.302814,8.4.070.154673.6.090.7.1018738104.9409344514.801692,7.3.94.662190.36.4.8.4.516096282132084.4039961642748.9,7.3.37.000693.47.4.8.5.25353005482.8824666373553.6,0.3.43.751177.26.0.2.6.527745130929785.7397903197113.9
3207,3.0.21.838963.86.2.6.7.73938128055.0339886474319.9,4.9.300.418710.3.720.3.4241046897.8173604810.080357,5.5.95.820997.44.7.1.5.29563208341.3780153005429.3,4.2.76.047624.41.0.3.4.15941898258.2404104073000.5,6.7.857.154297.2.828.6.4571999442.1006147551.455169,4.4.92.522420.63.0.1.4.86168302468.2239294627238.7,6.3.15.119440.71.3.8.4.448609271218005.0828292094082.5,2.6.816.910890.4.906.0.5547286238.1202931789.20007,8.7.16.160668.71.9.4.9.87706541118.0290126151902.5,9.2.87.213888.42.2.5.8.55159129323.0945305168984.8,4.2.38.827088.19.6.1.9.85237794193.1564381785251.5,2.9.821.771681.1.267.5.4375806931.6319369991.125410,1.1.29.196865.90.6.9.1.408330423304658.5727698281066.3,5.4.809.721363.4.175.8.7432749073.7660278827.191071,2.6.61.902081.90.5.6.4.844770201229596.5193596783569.7
3208,5.9.36.052658.27.4.5.8.02033254860517.7581925117765.6,4.3.98.977968.64.7.6.7.51030179308.2825125704172.3,3.9.636.198045.2.107.0.6749842648.3280777379.382821,7.5.25.868992.60.6.2.4.12190472951.9862523335314.4,8.0.371.382571.6.907.7.1839544787.6320103631.866100,6.2.747.567206.8.416.5.0868192487.8902253881.70482,1.7.976.769769.4.667.0.5737589859.3154000803.508446,2.4.33.283808.87.5.6.4.81561296891.5468159642204.3,8.6.00.070004.49.4.9.7.76314777076.2103909905981.3,3.3.56.663553.30.7.3.4.06091540418.6760882975938.6,6.5.54.386228.19.4.2.2.22803569701.5049991246148.9,5.2.51.464434.63.9.0.5.999576683884929.1310630457432.7,1.2.48.188015.12.6.1.7.70129532886.6172503196964.3,3.1.13.630738.20.6.1.3.594863473521449.9102110129909.1,0.6.59.686377.16.7.4.7.20933822327997.0748553091285.4
3209,8.1.45.584717.72.5.7.0.613870363874906.6059375055038.0,2.4.96.384462.44.7.8.8.89421881169.3151297039737.2,1.9.052.319280.4.037.5.3210892809.1427837244.753304,4.8.41.794337.46.6.2.2.93763357756.9405582185199.4,2.9.513.728888.6.416.3.6721924061.1944372125.7128,5.9.861.222854.6.244.0.1644234085.5548169212.380738,9.5.93.167145.77.0.2.5.11554686717.1261549764879.4,8.6.40.460844.50.7.3.3.17790047695.0286060337189.8,7.3.74.742265.57.0.1.0.185826638260900.1911985898325.5,2.9.185.686298.8.302.0.8057474753.4484157732.603030,8.5.69.874378.83.6.2.0.66534500308.8284440530878.9,4.1.465.863006.9.498.7.6257432392.7082797572.106809,5.1.55.196588.82.1.6.9.26811346409.5865030375653.7,3.9.160.288570.2.766.1.0266810579.2592362105.485616,7.8.11.139844.19.4.9.4.11537082361.8001441238466.7
3210,7.4.281.486342.8.340.2.0081132209.8777321741.040684,1.6.026.963291.8.927.6.7710339045.7223885493.120532,9.6.52.106895.57.4.7.4.44350601059.7311866345853.5,3.8.15.382265.74.8.4.3.859477511645728.7587894679779.6,3.6.62.695548.66.0.0.5.606620466389757.4538209610562.4,9.1.01.383888.95.8.9.9.19375331260.8135376840708.2,6.9.20.452993.05.2.0.5.43253786124.1023698703878.9,7.4.92.811959.68.4.1.3.01322470983522.1659292459736.4,2.3.43.004686.89.7.5.1.60574030223604.0885558656197.4,3.8.95.397438.16.5.2.7.00374902146.5554196665869.3,9.2.88.028459.99.6.1.3.303617289066071.1141037989992.5,5.5.857.970055.7.608.3.4036181312.3031628076.575668,2.9.862.710588.7.442.1.9625704188.0356198418.641113,1.9.52.232582.90.5.8.8.674250433924153.1848332599255.4,3.3.91.317852.78.3.1.0.095618081307575.9938612581575.4
3211,6.1.35.901392.41.1.3.6.42238291323.4540349532527.5,0.7.57.738375.63.4.4.1.30780302851732.5423662222690.4,4.1.63.093147.64.8.6.7.78574620408.1796733579742.0,8.8.42.653067.66.0.0.8.60698177838.3154344620403.9,5.6.681.145279.1.689.7.8909343191.6410794842.853479,3.4.84.800349.95.3.2.7.49714791731.5386356506612.8,9.6.85.626366.03.1.8.0.17541974723353.0004662015900.3,6.1.71.036340.55.9.9.7.52942635678.2694011065049.1,0.9.70.640156.26.8.6.0.303596828372662.0273198916702.3,9.5.19.959121.19.1.3.5.78202314250.2662378564700.7,7.9.62.890359.46.0.7.5.45993474946.8745694400833.9,2.4.42.407314.28.1.7.5.41805153328.1250977486775.7,3.1.223.841724.6.911.7.0497561510.3642084085.732751,5.7.22.839861.50.3.6.4.173729907884453.1925749460254.1,6.3.891.132215.7.516.9.2842882141.6383048914.243638
3212,8.5.66.899880.70.6.1.6.14183044047.0209536051174.9,2.5.25.448811.04.2.8.5.92322949529570.1462634951836.1,8.1.11.876659.50.7.6.3.00337269518.0705308357326.7,1.0.468.320222.5.443.2.2661250940.8595850278.572807,3.4.160.562707.9.315.2.7728071391.1793016402.820912,7.7.47.832091.79.3.8.5.34147796661.8374392952643.1,0.4.97.697276.16.3.8.3.788721055049212.0644129599496.6,5.9.488.240307.5.175.2.8719051136.8292215843.901429,5.5.99.746687.39.1.2.7.19945714686676.2200717629195.1,0.1.76.312279.79.0.1.2.66185252950.3622861032221.1,9.2.342.127812.2.764.3.5673718746.9719540014.945357,9.5.02.681463.27.9.7.6.77951224753.1630678072731.6,2.3.663.481415.6.997.7.7904957380.1457613696.561494,9.3.50.545476.47.3.9.1.64835696389.7596628001460.9,6.9.53.050404.66.8.9.7.01825808636.5838697967272.0
3213,7.2.12.041407.46.7.6.7.941032846745437.9805090547185.0,6.8.630.087393.2.726.8.7515054642.2291820259.197360,7.3.49.371277.08.6.3.7.74503628738.1671606997345.2,2.5.16.650158.76.3.7.3.50630234172.5163820175549.9,9.6.140.509601.4.141.0.7710041854.0266059261.755193,4.4.82.231248.57.2.4.6.40831710359.8892381997139.2,3.1.54.599438.28.6.0.5.961143966449089.6442631847768.6,2.1.44.335472.04.8.7.8.59251248461.9514804911977.1,8.5.26.558940.92.1.1.3.587832638405478.6190512140329.8,1.0.68.421444.24.1.9.2.91436537913.5045672126879.5,9.5.49.022025.54.3.6.2.12755803137.8196345755638.0,9.3.303.020960.6.086.8.3288483404.5520019875.589591,9.8.05.850752.92.1.2.9.120581876176121.9721329175711.4,7.8.49.288492.73.6.8.0.44662079317.8735703131616.7,2.4.136.396892.7.940.3.5255139268.1148723134.797655
3214,3.2.37.386821.87.4.8.3.931040867948206.3041711607312.8,2.4.329.953494.7.609.6.5931294572.2130559252.589309,7.9.08.759286.78.1.2.8.19940749840.2772730633172.6,1.8.162.617653.3.163.5.6624098943.4520617600.413155,1.2.66.996996.77.8.3.7.81493327824.4148122513141.9,0.3.15.126372.72.2.9.0.10695623619.9170803772166.9,8.5.54.000891.27.3.5.4.77607898424.4914246556633.3,1.8.69.551869.76.6.8.9.25621629969.3714717216019.5,4.0.93.879676.64.8.4.9.583976080380829.6280373665149.9,1.2.51.830770.66.2.3.2.183719776219703.8324870309533.8,6.3.273.330874.2.901.2.1997901189.1382041908.452922,6.5.28.108584.54.7.3.1.12990983670.0964427797038.1,5.1.375.449065.4.743.4.0379640193.5704999135.440451,9.0.16.844529.73.6.2.5.064433861730900.1828595715817.0,9.4.414.877097.6.028.7.8124010560.3223548446.137561
3215,6.1.79.456978.70.5.0.0.16233632455982.7973642942031.9,7.1.51.862121.18.4.9.9.59290435426.1778883110406.8,7.5.21.847276.02.6.0.3.539238812733123.3231694698023.4,7.2.65.490496.52.2.9.4.627799587291690.3616197192504.0,6.2.76.062744.79.9.4.6.053641049201923.5789545041128.3,8.1.34.530776.08.4.9.5.677334696185681.4637165234547.9,4.9.24.352799.97.5.2.8.291017273129888.6884136568622.6,1.9.85.777354.44.8.3.2.41933374535.0212306943053.5,4.1.98.217151.92.1.0.1.83653544375.4079885669264.0,2.5.480.719778.2.692.6.8798166085.7600746799.836768,2.8.24.437469.66.8.3.6.079780137898902.5629793868076.8,0.6.33.301835.19.2.8.4.22538916589.3234669081404.4,4.0.77.894324.62.0.0.3.721224732932334.6256738494231.5,2.1.929.904887.2.130.0.3556053283.7986740479.701801,1.7.648.542066.9.896.0.1379500480.1503113880.586405
3216,9.0.78.783029.52.6.0.0.73492278533.4719377538272.0,6.0.09.296055.30.9.9.2.95038201504.1748851780394.5,8.7.45.582071.77.9.5.5.99807055388.4880331647157.9,4.8.17.398147.20.3.3.5.75790283253.6061171867250.5,6.7.06.095099.28.7.9.3.547660698503653.5632188414351.4,7.6.52.407444.75.2.2.1.85198749011.4461802879176.5,9.0.545.500202.2.962.0.3896048665.1082153648.009142,0.2.79.617160.90.8.4.0.36396186954.6598014041763.5,7.9.04.001500.15.7.3.5.37133916435.9874367921074.2,9.0.93.330385.37.443886695932.0396.8181358407984,8.8.14.335608.17.5.2.7.41089467831.6906242487203.7,7.6.68.324755.33.3.1.9.132592389633751.0533327110094.8,9.8.52.951426.42.7.4.7.72944259975.6561370068214.1,8.5.51.714859.69.7.4.1.90409533745.1917443196384.4,1.8.28.506587.71.9.0.2.71877130463.8924164684467.0
3217,1.6.09.875326.73.4.4.1.68787445163.0582338353896.2,3.9.922.790398.8.192.9.2449143935.0446747854.677976,7.7.30.549879.99.9.2.0.89434478318064.6623389470395.2,0.1.40.909601.01.7.6.5.522788340233473.6584008066846.3,7.8.59.263292.51.0.4.8.707565807872567.1975460179995.5,8.8.47.260318.98.8.1.4.40609758424.3475279328525.0,0.5.314.189361.9.185.7.2370390684.3868923606.005822,8.2.44.731555.40.7.0.7.01224746831.2342180455725.6,4.3.28.373480.68.6.9.8.470940126748443.8617140753701.5,1.2.397.397599.7.900.1.3110269814.8047515319.081495,0.3.128.480461.1.576.3.7066490925.0727915262.482476,5.1.21.550257.95.1.5.3.780716885743684.6388921970975.3,3.5.08.495850.61.5.2.7.54294466097.5880970587040.5,0.3.60.178318.74.3.8.3.81888773013.1945245787880.9,6.1.334.243400.1.444.9.2683406509.9331465753.469053
3218,2.2.279.133604.1.428.7.6762430332.0059206080.009731,0.5.314.189361.9.185.7.2370390684.3868923606.005822,2.5.69.539560.62.5.1.6.52400211023.1183173639192.1,3.0.402.622093.6.050.9.1286547150.9148289865.839943,5.7.47.668229.50.3.7.9.800974999290656.5769862598186.1,0.0.64.504760.16.7.4.2.071125535150284.7385349783019.2,1.8.118.787365.4.499.2.2402880026.5382906655.349542,6.3.665.098086.0.667.2.4677640199.4995571371.198202,7.8.633.062470.3.096.5.4315454644.5376704787.580771,8.8.27.692876.70.5.5.1.55136637326.4330175285859.7,8.8.33.063817.43.3.2.6.17975364212.3102099337462.7,1.6.506.917484.3.686.6.3649062723.8620161697.998299,9.0.65.513125.45.7.9.9.256829059163019.9638439892452.3,2.0.33.485320.79.7.2.9.95415352204.2388094357185.4,0.9.30.298919.62.4.8.4.240875574267657.0305407891869.9
3219,5.5.693.988469.1.634.2.5606001022.5639267352.165771,0.3.23.757216.00.9.3.3.413134951532707.7171753224164.7,1.6.34.944918.95.8.2.5.898444813746014.6805848152074.0,8.1.68.136350.87.3.8.8.74178539106.6248368813735.1,9.8.85.825513.89.8.4.1.25940129616.8917779007265.5,1.6.28.457314.55.7.0.1.93395680475.7353739737759.0,4.0.884.484110.7.073.2.1610546567.5598831865.403288,6.4.77.895213.50.7.0.9.43989906335.6499484721307.0,3.2.529.655019.8.823.2.5788010219.5467249091.417664,5.8.55.748707.77.7.5.5.37286275158.4991280481817.3,4.6.83.567197.06.0.6.2.978793247517357.9254262756308.0,1.2.51.808798.53.2.5.1.70853551284.4644755311229.7,3.7.51.717458.11.7.7.7.548936070688725.1706022917388.1,1.2.36.908883.63.0.0.1.03466741821.0058734604943.5,8.9.58.189686.45.5.2.1.76717800336.4036642685330.3
3220,7.1.45.725836.87.2.9.9.31171391501.1625956420473.9,9.7.49.894228.79.1.0.0.08633485739.4795553652820.1,6.3.80.813824.42.8.6.8.864314772174007.5733910050627.9,0.5.20.898819.01.7.7.3.92129343613.4904920377451.0,6.6.37.277452.98.6.9.7.63084826665.8769088885425.5,8.1.35.774680.83.7.7.5.30744323630.7721559450960.7,6.0.79.081590.17.1.1.3.62978999293.6860113973236.6,9.8.04.056807.66.0.6.3.78710287504.7835948380729.8,1.6.591.892866.0.985.1.9807146785.3825328905.571301,2.4.16.213465.61.4.7.2.55951513781.6300519450965.1,5.8.589.808960.8.171.4.5846172256.2987340131.134600,8.9.50.889646.64.6.8.6.18324534130.7454009873657.2,6.2.57.667189.95.7.3.2.50681552350.3787485643498.5,1.4.89.972810.06.0.2.5.222466271102300.0296076608339.7,5.1.09.853368.60.5.0.0.486362696980969.2730730298718.9
